Model Year,Division,Carline,Comb FE (Guide) - Conventional Fuel
2019,Acura,NSX,21.0
2019,ALFA ROMEO,4C,28.0
2019,Aston Martin Lagonda Ltd,Vantage V8,21.0
2019,Audi,TT Roadster quattro,26.0
2019,BMW,Z4 sDrive30i,28.0
2019,Bugatti,Chiron,11.0
2019,Chevrolet,CORVETTE,15.0
2019,Chevrolet,CORVETTE,18.0
2019,Chevrolet,CORVETTE,17.0
2019,Chevrolet,CORVETTE,15.0
2019,Chevrolet,CORVETTE,17.0
2019,Chevrolet,CORVETTE,19.0
2019,"Ferrari North America, Inc.",488 gtb,18.0
2019,"Ferrari North America, Inc.",488 gtb,18.0
2019,"Ferrari North America, Inc.",488 Pista,17.0
2019,"Ferrari North America, Inc.",488 Pista Spider,17.0
2019,"Ferrari North America, Inc.",488 Spider,18.0
2019,"Ferrari North America, Inc.",488 Spider,18.0
2019,"Ferrari North America, Inc.",812 Superfast,13.0
2019,FIAT,124 Spider,29.0
2019,FIAT,124 Spider,30.0
2019,Ford,FORD GT,14.0
2019,Jaguar,F-TYPE Convertible,26.0
2019,Jaguar,F-TYPE Convertible,23.0
2019,Jaguar,F-TYPE Convertible Manual,19.0
2019,Jaguar,F-TYPE Coupe,26.0
2019,Jaguar,F-TYPE Coupe,23.0
2019,Jaguar,F-TYPE Coupe Manual,19.0
2019,Jaguar,F-TYPE R AWD Convertible,18.0
2019,Jaguar,F-TYPE R AWD Coupe,18.0
2019,Jaguar,F-TYPE S AWD Convertible,21.0
2019,Jaguar,F-TYPE S AWD Coupe,21.0
2019,Jaguar,F-TYPE S Convertible,22.0
2019,Jaguar,F-TYPE S Convertible Manual,18.0
2019,Jaguar,F-TYPE S Coupe,22.0
2019,Jaguar,F-TYPE S Coupe Manual,18.0
2019,Jaguar,F-TYPE SVR AWD Convertible GEN2,18.0
2019,Jaguar,F-TYPE SVR AWD Coupe GEN2,18.0
2019,Lamborghini,Aventador Coupe,11.0
2019,Lamborghini,Aventador Roadster,11.0
2019,Lamborghini,Huracan,15.0
2019,Lamborghini,Huracan 2WD,15.0
2019,Lamborghini,Huracan Spyder,15.0
2019,Lamborghini,Huracan Spyder 2WD,15.0
2019,MAZDA,MX-5,30.0
2019,MAZDA,MX-5,29.0
2019,Mercedes-Benz,AMG GT (coupe),18.0
2019,Mercedes-Benz,AMG GT (roadster),18.0
2019,Mercedes-Benz,AMG GT C (coupe),17.0
2019,Mercedes-Benz,AMG GT C (roadster),17.0
2019,Mercedes-Benz,AMG GT R (coupe),17.0
2019,Mercedes-Benz,AMG GT S (coupe),18.0
2019,Mercedes-Benz,AMG SL 63,18.0
2019,Mercedes-Benz,AMG SLC 43,23.0
2019,Mercedes-Benz,SL 450,23.0
2019,Mercedes-Benz,SL 550,20.0
2019,Mercedes-Benz,SLC 300,27.0
2019,NISSAN,370Z,22.0
2019,NISSAN,370Z,20.0
2019,NISSAN,370Z Roadster,21.0
2019,Porsche,911 GT2 RS,17.0
2019,Porsche,911 GT3,17.0
2019,Porsche,911 GT3,16.0
2019,Porsche,911 GT3 RS,16.0
2019,Porsche,911 GT3 Touring,17.0
2019,Porsche,911 Speedster,16.0
2019,Porsche,Boxster,25.0
2019,Porsche,Boxster,24.0
2019,Porsche,Boxster GTS,22.0
2019,Porsche,Boxster GTS,21.0
2019,Porsche,Boxster S,24.0
2019,Porsche,Boxster S,22.0
2019,Porsche,Cayman,25.0
2019,Porsche,Cayman,24.0
2019,Porsche,Cayman GTS,22.0
2019,Porsche,Cayman GTS,21.0
2019,Porsche,Cayman S,24.0
2019,Porsche,Cayman S,22.0
2019,Aston Martin Lagonda Ltd,DB11 V12,18.0
2019,Aston Martin Lagonda Ltd,DB11 V8,20.0
2019,Aston Martin Lagonda Ltd,DBS,17.0
2019,Aston Martin Lagonda Ltd,Vanquish S,16.0
2019,"Ferrari North America, Inc.",GTC4Lusso,13.0
2019,"Ferrari North America, Inc.",GTC4Lusso T,17.0
2019,"Ferrari North America, Inc.",Portofino,18.0
2019,FIAT,500,27.0
2019,FIAT,500,30.0
2019,FIAT,500 Abarth,27.0
2019,FIAT,500 Abarth,30.0
2019,Mini,COOPER CONVERTIBLE,30.0
2019,Mini,COOPER CONVERTIBLE,31.0
2019,Mini,COOPER S CONVERTIBLE,28.0
2019,Mini,COOPER S CONVERTIBLE,26.0
2019,Mini,JOHN COOPER WORKS CONVERTIBLE,28.0
2019,Mini,JOHN COOPER WORKS CONVERTIBLE,25.0
2019,Porsche,911 Carrera,25.0
2019,Porsche,911 Carrera,23.0
2019,Porsche,911 Carrera 4,24.0
2019,Porsche,911 Carrera 4,23.0
2019,Porsche,911 Carrera 4 Cabriolet,24.0
2019,Porsche,911 Carrera 4 Cabriolet,22.0
2019,Porsche,911 Carrera 4 GTS,22.0
2019,Porsche,911 Carrera 4 GTS,21.0
2019,Porsche,911 Carrera 4 GTS Cabriolet,22.0
2019,Porsche,911 Carrera 4 GTS Cabriolet,21.0
2019,Porsche,911 Carrera 4S,24.0
2019,Porsche,911 Carrera 4S,23.0
2019,Porsche,911 Carrera 4S Cabriolet,24.0
2019,Porsche,911 Carrera 4S Cabriolet,22.0
2019,Porsche,911 Carrera Cabriolet,24.0
2019,Porsche,911 Carrera Cabriolet,23.0
2019,Porsche,911 Carrera GTS,23.0
2019,Porsche,911 Carrera GTS,21.0
2019,Porsche,911 Carrera GTS Cabriolet,22.0
2019,Porsche,911 Carrera GTS Cabriolet,21.0
2019,Porsche,911 Carrera S,24.0
2019,Porsche,911 Carrera S,23.0
2019,Porsche,911 Carrera S Cabriolet,24.0
2019,Porsche,911 Carrera S Cabriolet,23.0
2019,Porsche,911 Carrera T,22.0
2019,Porsche,911 Carrera T,19.0
2019,Porsche,911 Targa 4,24.0
2019,Porsche,911 Targa 4,22.0
2019,Porsche,911 Targa 4 GTS,22.0
2019,Porsche,911 Targa 4 GTS,21.0
2019,Porsche,911 Targa 4S,24.0
2019,Porsche,911 Targa 4S,22.0
2019,Porsche,911 Turbo,21.0
2019,Porsche,911 Turbo Cabriolet,21.0
2019,Porsche,911 Turbo S,21.0
2019,Porsche,911 Turbo S Cabriolet,21.0
2019,Porsche,911 Turbo S Exclusive Cabriolet,18.0
2019,Subaru,BRZ,27.0
2019,Subaru,BRZ,24.0
2019,TOYOTA,86,27.0
2019,TOYOTA,86,24.0
2019,Aston Martin Lagonda Ltd,Rapide S,17.0
2019,Audi,A3,29.0
2019,Audi,A3 Cabriolet,29.0
2019,Audi,A3 Cabriolet quattro,25.0
2019,Audi,A3 quattro,25.0
2019,Audi,A5 Cabriolet quattro,27.0
2019,Audi,A5 quattro,27.0
2019,Audi,RS 3,22.0
2019,Audi,RS 5,21.0
2019,Audi,S3,25.0
2019,Audi,S5,24.0
2019,Audi,S5 Cabriolet,24.0
2019,Audi,TT Coupe quattro,26.0
2019,Audi,TT RS,23.0
2019,Audi,TTS Coupe,25.0
2019,BMW,230i Convertible,27.0
2019,BMW,230i Coupe,28.0
2019,BMW,230i Coupe,25.0
2019,BMW,230i xDrive Convertible,27.0
2019,BMW,230i xDrive Coupe,27.0
2019,BMW,430i Convertible,27.0
2019,BMW,430i xDrive Convertible,26.0
2019,BMW,440i Convertible,24.0
2019,BMW,440i xDrive Convertible,23.0
2019,BMW,M2 Competition,19.0
2019,BMW,M2 Competition,20.0
2019,BMW,M240i Convertible,24.0
2019,BMW,M240i Convertible,21.0
2019,BMW,M240i Coupe,24.0
2019,BMW,M240i Coupe,21.0
2019,BMW,M240i Coupe M Performance,24.0
2019,BMW,M240i Coupe M Performance,21.0
2019,BMW,M240i xDrive Convertible,24.0
2019,BMW,M240i xDrive Coupe,24.0
2019,BMW,M240i xDrive Coupe M Performance,24.0
2019,BMW,M4 Convertible,19.0
2019,BMW,M4 Convertible,20.0
2019,BMW,M4 Convertible Competition,19.0
2019,BMW,M4 Convertible Competition,20.0
2019,BMW,M850i xDrive Convertible,20.0
2019,BMW,M850i xDrive Coupe,20.0
2019,Buick,CASCADA,24.0
2019,Chevrolet,CAMARO,25.0
2019,Chevrolet,CAMARO,23.0
2019,Chevrolet,CAMARO,22.0
2019,Chevrolet,CAMARO,20.0
2019,Chevrolet,CAMARO,20.0
2019,Chevrolet,CAMARO,16.0
2019,Chevrolet,CAMARO,19.0
2019,Chevrolet,CAMARO,16.0
2019,Chevrolet,SPARK,33.0
2019,Chevrolet,SPARK,33.0
2019,Chevrolet,SPARK ACTIV,33.0
2019,Chevrolet,SPARK ACTIV,32.0
2019,Ford,Fiesta FWD,31.0
2019,Ford,Fiesta FWD,30.0
2019,Ford,MUSTANG,25.0
2019,Ford,MUSTANG,25.0
2019,Ford,MUSTANG,19.0
2019,Ford,MUSTANG,18.0
2019,Ford,MUSTANG BULLITT,18.0
2019,Ford,MUSTANG CONVERTIBLE,23.0
2019,Ford,MUSTANG CONVERTIBLE,23.0
2019,Ford,MUSTANG CONVERTIBLE,18.0
2019,Ford,MUSTANG PERFORMANCE PACKAGE,23.0
2019,Ford,MUSTANG PERFORMANCE PACKAGE,23.0
2019,Ford,SHELBY GT350 MUSTANG,16.0
2019,INFINITI,Q60,25.0
2019,INFINITI,Q60,22.0
2019,INFINITI,Q60 AWD,24.0
2019,INFINITI,Q60 AWD,22.0
2019,INFINITI,Q60 AWD RED SPORT,21.0
2019,INFINITI,Q60 RED SPORT,22.0
2019,LEXUS,LC 500,19.0
2019,LEXUS,LC 500h,30.0
2019,LEXUS,RC 300,24.0
2019,LEXUS,RC 300 AWD,21.0
2019,LEXUS,RC 350,23.0
2019,LEXUS,RC 350 AWD,21.0
2019,LEXUS,RC F,19.0
2019,MASERATI,GRANTURISMO CONVERTIBLE,16.0
2019,Mercedes-Benz,A 220,28.0
2019,Mercedes-Benz,A 220 4MATIC,28.0
2019,Mercedes-Benz,AMG C 43 4MATIC (convertible),21.0
2019,Mercedes-Benz,AMG C 43 4MATIC (coupe),22.0
2019,Mercedes-Benz,AMG C 63 (convertible),20.0
2019,Mercedes-Benz,AMG C 63 (coupe),20.0
2019,Mercedes-Benz,AMG C 63 S (convertible),20.0
2019,Mercedes-Benz,AMG C 63 S (coupe),20.0
2019,Mercedes-Benz,AMG E53 4MATIC+ (Convertible),23.0
2019,Mercedes-Benz,AMG E53 4MATIC+ (Coupe),23.0
2019,Mercedes-Benz,AMG S 63 4MATIC (convertible),18.0
2019,Mercedes-Benz,AMG S 65 (convertible),16.0
2019,Mercedes-Benz,C 300 (convertible),24.0
2019,Mercedes-Benz,C 300 (Coupe),25.0
2019,Mercedes-Benz,C 300 4MATIC (convertible),24.0
2019,Mercedes-Benz,C 300 4MATIC (Coupe),25.0
2019,Mercedes-Benz,E 450 (convertible),23.0
2019,Mercedes-Benz,E 450 (coupe),23.0
2019,Mercedes-Benz,E 450 4MATIC (convertible),22.0
2019,Mercedes-Benz,E 450 4MATIC (coupe),22.0
2019,Mercedes-Benz,S 560 (convertible),20.0
2019,Mini,COOPER HARDTOP 2 DOOR,30.0
2019,Mini,COOPER HARDTOP 2 DOOR,32.0
2019,Mini,COOPER HARDTOP 4 DOOR,30.0
2019,Mini,COOPER HARDTOP 4 DOOR,31.0
2019,Mini,COOPER S HARDTOP 2 DOOR,28.0
2019,Mini,COOPER S HARDTOP 2 DOOR,26.0
2019,Mini,COOPER S HARDTOP 4 DOOR,28.0
2019,Mini,COOPER S HARDTOP 4 DOOR,26.0
2019,Mini,JOHN COOPER WORKS HARDTOP,28.0
2019,Mini,JOHN COOPER WORKS HARDTOP,26.0
2019,NISSAN,GT-R,18.0
2019,"Roush Industries, Inc.",Roush Stage 3 Mustang,15.0
2019,"Roush Industries, Inc.",Roush Stage 3 Mustang,15.0
2019,Volkswagen,Beetle Convertible,29.0
2019,Acura,ILX,28.0
2019,Acura,TLX AWD,23.0
2019,Acura,TLX AWD A-SPEC,23.0
2019,Acura,TLX FWD,27.0
2019,Acura,TLX FWD,24.0
2019,Acura,TLX FWD A-SPEC,26.0
2019,Acura,TLX FWD A-SPEC,23.0
2019,Audi,A4,30.0
2019,Audi,A4 quattro,27.0
2019,Audi,S4,24.0
2019,BMW,330i,30.0
2019,BMW,330i xDrive,28.0
2019,BMW,430i Coupe,27.0
2019,BMW,430i Coupe,25.0
2019,BMW,430i Gran Coupe,27.0
2019,BMW,430i xDrive Coupe,27.0
2019,BMW,430i xDrive Gran Coupe,27.0
2019,BMW,440i Coupe,25.0
2019,BMW,440i Coupe,22.0
2019,BMW,440i Gran Coupe,25.0
2019,BMW,440i xDrive Coupe,24.0
2019,BMW,440i xDrive Coupe,21.0
2019,BMW,440i xDrive Gran Coupe,24.0
2019,BMW,640i Gran Coupe,23.0
2019,BMW,640i xDrive Gran Coupe,22.0
2019,BMW,650i Gran Coupe,21.0
2019,BMW,650i xDrive Gran Coupe,20.0
2019,BMW,Alpina B6 xDrive Gran Coupe,20.0
2019,BMW,M4 Coupe,19.0
2019,BMW,M4 Coupe,20.0
2019,BMW,M4 Coupe Competition,19.0
2019,BMW,M4 Coupe Competition,20.0
2019,BMW,M4 CS,19.0
2019,BMW,M6 Gran Coupe,16.0
2019,BMW,M6 Gran Coupe,17.0
2019,Cadillac,ATS,25.0
2019,Cadillac,ATS,23.0
2019,Cadillac,ATS AWD,24.0
2019,Cadillac,ATS AWD,21.0
2019,Cadillac,ATS-V,20.0
2019,Cadillac,ATS-V,19.0
2019,Chevrolet,CRUZE,33.0
2019,Chevrolet,CRUZE,32.0
2019,Chevrolet,CRUZE,37.0
2019,Chevrolet,CRUZE PREMIER,32.0
2019,Chevrolet,SONIC,29.0
2019,Chevrolet,SONIC,31.0
2019,Ford,Fiesta ST FWD,28.0
2019,GENESIS,G70 AWD,23.0
2019,GENESIS,G70 AWD,20.0
2019,GENESIS,G70 RWD,25.0
2019,GENESIS,G70 RWD,22.0
2019,GENESIS,G70 RWD,20.0
2019,Honda,CIVIC 2Dr,35.0
2019,Honda,CIVIC 2Dr,33.0
2019,Honda,CIVIC 2Dr,32.0
2019,Honda,CIVIC 2Dr,33.0
2019,Honda,CIVIC 2Dr,32.0
2019,Honda,CIVIC 2Dr,29.0
2019,HYUNDAI MOTOR COMPANY,Accent,32.0
2019,HYUNDAI MOTOR COMPANY,Accent,31.0
2019,HYUNDAI MOTOR COMPANY,Veloster,30.0
2019,HYUNDAI MOTOR COMPANY,Veloster,29.0
2019,HYUNDAI MOTOR COMPANY,Veloster,30.0
2019,HYUNDAI MOTOR COMPANY,Veloster,28.0
2019,HYUNDAI MOTOR COMPANY,Veloster N,25.0
2019,INFINITI,QX30,27.0
2019,INFINITI,QX30 AWD,25.0
2019,Jaguar,XE,36.0
2019,Jaguar,XE,28.0
2019,Jaguar,XE,24.0
2019,Jaguar,XE AWD,34.0
2019,Jaguar,XE AWD,28.0
2019,Jaguar,XE AWD,23.0
2019,Jaguar,XE AWD,18.0
2019,KIA MOTORS CORPORATION,Rio,32.0
2019,KIA MOTORS CORPORATION,Rio,32.0
2019,LEXUS,GS F,19.0
2019,LEXUS,IS 300,24.0
2019,LEXUS,IS 300 AWD,21.0
2019,LEXUS,IS 350,23.0
2019,LEXUS,IS 350 AWD,21.0
2019,LEXUS,UX 250h,42.0
2019,LEXUS,UX 250h AWD,39.0
2019,MAZDA,CX-3 2WD,31.0
2019,MAZDA,CX-3 4WD,29.0
2019,MAZDA,MAZDA2,35.0
2019,MAZDA,MAZDA2,34.0
2019,MAZDA,Mazda3 4-Door 2WD,30.0
2019,MAZDA,Mazda3 4-Door 2WD,30.0
2019,MAZDA,Mazda3 4-Door 4WD,28.0
2019,Mercedes-Benz,AMG C 43 4MATIC,22.0
2019,Mercedes-Benz,AMG C 63,21.0
2019,Mercedes-Benz,AMG C 63 S,21.0
2019,Mercedes-Benz,AMG CLA 45 4MATIC,26.0
2019,Mercedes-Benz,AMG CLS53 4MATIC+,23.0
2019,Mercedes-Benz,AMG GT 53 4MATIC+,21.0
2019,Mercedes-Benz,AMG GT 63 4MATIC+,17.0
2019,Mercedes-Benz,AMG GT 63 S 4MATIC+,17.0
2019,Mercedes-Benz,AMG S 63 4MATIC (coupe),20.0
2019,Mercedes-Benz,AMG S 65 (coupe),16.0
2019,Mercedes-Benz,C 300,27.0
2019,Mercedes-Benz,C 300 4MATIC,26.0
2019,Mercedes-Benz,CLA 250,29.0
2019,Mercedes-Benz,CLA 250 4MATIC,27.0
2019,Mercedes-Benz,CLA 250 4MATIC,27.0
2019,Mercedes-Benz,CLS 450,26.0
2019,Mercedes-Benz,CLS 450 4MATIC,26.0
2019,Mercedes-Benz,S 560 4MATIC (coupe),20.0
2019,Mitsubishi Motors Corporation,MIRAGE,39.0
2019,Mitsubishi Motors Corporation,MIRAGE,36.0
2019,Mitsubishi Motors Corporation,MIRAGE G4,37.0
2019,Mitsubishi Motors Corporation,MIRAGE G4,35.0
2019,NISSAN,VERSA,34.0
2019,NISSAN,VERSA,30.0
2019,Rolls-Royce Motor Cars Limited,Dawn,14.0
2019,Subaru,WRX,21.0
2019,Subaru,WRX,23.0
2019,Subaru,WRX,19.0
2019,SUBARU TECNICA INTERNATIONAL,S209,17.0
2019,TOYOTA,C-HR,29.0
2019,TOYOTA,COROLLA HATCHBACK,36.0
2019,TOYOTA,COROLLA HATCHBACK MANUAL,31.0
2019,TOYOTA,COROLLA HATCHBACK XSE,33.0
2019,TOYOTA,PRIUS c,46.0
2019,TOYOTA,YARIS,32.0
2019,TOYOTA,YARIS,35.0
2019,TOYOTA,YARIS,34.0
2019,Volkswagen,Beetle,29.0
2019,Volkswagen,Golf,32.0
2019,Volkswagen,Golf,32.0
2019,Volkswagen,Golf R,26.0
2019,Volkswagen,Golf R,24.0
2019,Volkswagen,GTI,27.0
2019,Volkswagen,GTI,27.0
2019,Volkswagen,Jetta,34.0
2019,Volkswagen,Jetta,34.0
2019,Volkswagen,Jetta GLI,28.0
2019,Volkswagen,Jetta GLI,28.0
2019,"Volvo Cars of North America, LLC",S60 AWD,25.0
2019,"Volvo Cars of North America, LLC",S60 FWD,28.0
2019,Acura,RLX,28.0
2019,Acura,RLX,23.0
2019,ALFA ROMEO,Giulia,27.0
2019,ALFA ROMEO,Giulia,20.0
2019,ALFA ROMEO,Giulia AWD,26.0
2019,Audi,A5 Sportback quattro,27.0
2019,Audi,A6 quattro,27.0
2019,Audi,A6 quattro,25.0
2019,Audi,A7 quattro,25.0
2019,Audi,RS 5 Sportback,20.0
2019,Audi,S5 Sportback,24.0
2019,Bentley,Mulsanne,12.0
2019,BMW,530i,27.0
2019,BMW,530i xDrive,27.0
2019,BMW,540i,24.0
2019,BMW,540i xDrive,24.0
2019,BMW,M5,17.0
2019,BMW,M5 Competition,17.0
2019,BMW,M550i xDrive,20.0
2019,BMW,X2 M35i,25.0
2019,BMW,X2 sDrive28i,26.0
2019,BMW,X2 xDrive28i,25.0
2019,Buick,LACROSSE,29.0
2019,Buick,LACROSSE,24.0
2019,Buick,LACROSSE AWD,23.0
2019,Buick,REGAL,26.0
2019,Buick,REGAL AWD,24.0
2019,Buick,REGAL AWD,22.0
2019,Cadillac,CTS,25.0
2019,Cadillac,CTS,23.0
2019,Cadillac,CTS,19.0
2019,Cadillac,CTS AWD,24.0
2019,Cadillac,CTS AWD,21.0
2019,Cadillac,CTS-V,16.0
2019,Chevrolet,CRUZE HATCHBACK,32.0
2019,Chevrolet,CRUZE HATCHBACK,35.0
2019,Chevrolet,CRUZE PREMIER HATCHBACK,31.0
2019,Chevrolet,MALIBU,32.0
2019,Chevrolet,MALIBU,46.0
2019,Chevrolet,MALIBU,26.0
2019,Dodge,Challenger,23.0
2019,Dodge,Challenger,19.0
2019,Dodge,Challenger,18.0
2019,Dodge,Challenger,18.0
2019,Dodge,Challenger,17.0
2019,Dodge,Challenger GT,21.0
2019,Dodge,Challenger SRT,16.0
2019,Dodge,Challenger SRT,16.0
2019,Ford,FUSION AWD,23.0
2019,Ford,FUSION AWD,20.0
2019,Ford,FUSION FWD,27.0
2019,Ford,FUSION FWD,25.0
2019,Ford,FUSION FWD,25.0
2019,Ford,FUSION HYBRID FWD,42.0
2019,Ford,FUSION HYBRID TAXI,41.0
2019,Honda,ACCORD 2.0T SPORT/TOURING,26.0
2019,Honda,CIVIC 4Dr,36.0
2019,Honda,CIVIC 4Dr,33.0
2019,Honda,CIVIC 4Dr,32.0
2019,Honda,CIVIC 4Dr,33.0
2019,Honda,CIVIC 4Dr,32.0
2019,Honda,CIVIC 4Dr,29.0
2019,Honda,INSIGHT,52.0
2019,Honda,INSIGHT TOURING,48.0
2019,HYUNDAI MOTOR COMPANY,Elantra,35.0
2019,HYUNDAI MOTOR COMPANY,Elantra,29.0
2019,HYUNDAI MOTOR COMPANY,Elantra,25.0
2019,HYUNDAI MOTOR COMPANY,Elantra,32.0
2019,HYUNDAI MOTOR COMPANY,Elantra,29.0
2019,HYUNDAI MOTOR COMPANY,Elantra SE,33.0
2019,HYUNDAI MOTOR COMPANY,Sonata HYBRID,41.0
2019,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,42.0
2019,INFINITI,Q50,25.0
2019,INFINITI,Q50,23.0
2019,INFINITI,Q50 AWD,24.0
2019,INFINITI,Q50 AWD,22.0
2019,INFINITI,Q50 AWD RED SPORT,22.0
2019,INFINITI,Q50 RED SPORT,22.0
2019,INFINITI,Q70,21.0
2019,INFINITI,Q70,19.0
2019,INFINITI,Q70 AWD,20.0
2019,INFINITI,Q70 AWD,18.0
2019,Jaguar,XF,35.0
2019,Jaguar,XF,28.0
2019,Jaguar,XF,23.0
2019,Jaguar,XF AWD,34.0
2019,Jaguar,XF AWD,27.0
2019,Jaguar,XF AWD,23.0
2019,KIA MOTORS CORPORATION,Forte,34.0
2019,KIA MOTORS CORPORATION,Forte,31.0
2019,KIA MOTORS CORPORATION,Forte FE,35.0
2019,KIA MOTORS CORPORATION,Optima Hybrid,41.0
2019,KIA MOTORS CORPORATION,Stinger AWD,24.0
2019,KIA MOTORS CORPORATION,Stinger AWD,20.0
2019,KIA MOTORS CORPORATION,Stinger RWD,25.0
2019,KIA MOTORS CORPORATION,Stinger RWD,20.0
2019,LEXUS,ES 300h,44.0
2019,LEXUS,ES 350,26.0
2019,LEXUS,ES 350 F SPORT,25.0
2019,LEXUS,GS 300,26.0
2019,LEXUS,GS 300 F SPORT,24.0
2019,LEXUS,GS 350,23.0
2019,LEXUS,GS 350 AWD,21.0
2019,LEXUS,GS 350 F SPORT,22.0
2019,LEXUS,LS 500,23.0
2019,LEXUS,LS 500 AWD,21.0
2019,LEXUS,LS 500h,28.0
2019,LEXUS,LS 500h AWD,26.0
2019,LEXUS,UX 200,33.0
2019,Lincoln,MKZ AWD,23.0
2019,Lincoln,MKZ AWD,20.0
2019,Lincoln,MKZ FWD,24.0
2019,Lincoln,MKZ FWD,21.0
2019,Lincoln,MKZ HYBRID FWD,41.0
2019,MASERATI,Ghibli  S RWD,19.0
2019,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),19.0
2019,MASERATI,Ghibli V6 SQ4 AWD,19.0
2019,MAZDA,Mazda3 5-Door 2WD,30.0
2019,MAZDA,Mazda3 5-Door 2WD,29.0
2019,MAZDA,Mazda3 5-Door 4WD,27.0
2019,MAZDA,MAZDA6,29.0
2019,MAZDA,MAZDA6,26.0
2019,MAZDA,MAZDA6,27.0
2019,Mercedes-Benz,AMG E 63 S 4MATIC,18.0
2019,Mercedes-Benz,AMG E53 4MATIC+,24.0
2019,Mercedes-Benz,E 300,25.0
2019,Mercedes-Benz,E 300 4MATIC,24.0
2019,Mercedes-Benz,E 450 4MATIC,23.0
2019,Mini,COOPER CLUBMAN,27.0
2019,Mini,COOPER CLUBMAN,28.0
2019,Mini,COOPER CLUBMAN ALL4,26.0
2019,Mini,COOPER CLUBMAN ALL4,26.0
2019,Mini,COOPER COUNTRYMAN,27.0
2019,Mini,COOPER COUNTRYMAN,28.0
2019,Mini,COOPER COUNTRYMAN ALL4,25.0
2019,Mini,COOPER COUNTRYMAN ALL4,26.0
2019,Mini,COOPER S CLUBMAN,27.0
2019,Mini,COOPER S CLUBMAN,25.0
2019,Mini,COOPER S CLUBMAN ALL4,26.0
2019,Mini,COOPER S CLUBMAN ALL4,24.0
2019,Mini,COOPER S COUNTRYMAN,27.0
2019,Mini,COOPER S COUNTRYMAN ALL4,26.0
2019,Mini,COOPER S COUNTRYMAN ALL4,24.0
2019,Mini,JCW COUNTRYMAN ALL4,25.0
2019,Mini,JCW COUNTRYMAN ALL4,24.0
2019,Mini,JOHN COOPER WORKS CLUBMAN ALL4,26.0
2019,Mini,JOHN COOPER WORKS CLUBMAN ALL4,24.0
2019,NISSAN,ALTIMA,32.0
2019,NISSAN,ALTIMA AWD,30.0
2019,NISSAN,ALTIMA AWD SR/PLATINUM,29.0
2019,NISSAN,ALTIMA SR/PLATINUM,29.0
2019,NISSAN,ALTIMA SR/PLATINUM,31.0
2019,NISSAN,Kicks,33.0
2019,NISSAN,MAXIMA,24.0
2019,NISSAN,SENTRA,29.0
2019,NISSAN,SENTRA,32.0
2019,NISSAN,SENTRA,30.0
2019,NISSAN,SENTRA NISMO,27.0
2019,NISSAN,SENTRA NISMO,27.0
2019,Rolls-Royce Motor Cars Limited,Wraith,14.0
2019,Subaru,IMPREZA 4-Door,32.0
2019,Subaru,IMPREZA 4-Door,27.0
2019,Subaru,IMPREZA 4-Door SPORT,30.0
2019,Subaru,IMPREZA 4-Door SPORT,26.0
2019,Subaru,LEGACY,29.0
2019,Subaru,LEGACY,23.0
2019,TOYOTA,AVALON,25.0
2019,TOYOTA,AVALON HYBRID,43.0
2019,TOYOTA,AVALON HYBRID XLE,44.0
2019,TOYOTA,AVALON XLE,26.0
2019,TOYOTA,CAMRY,34.0
2019,TOYOTA,CAMRY,26.0
2019,TOYOTA,CAMRY HYBRID LE,52.0
2019,TOYOTA,CAMRY HYBRID XLE/SE,46.0
2019,TOYOTA,CAMRY LE/SE,32.0
2019,TOYOTA,CAMRY XLE/XSE,32.0
2019,TOYOTA,CAMRY XSE,26.0
2019,TOYOTA,COROLLA,32.0
2019,TOYOTA,COROLLA,31.0
2019,TOYOTA,COROLLA,30.0
2019,TOYOTA,COROLLA LE ECO,34.0
2019,TOYOTA,COROLLA LE ECO,33.0
2019,TOYOTA,PRIUS,52.0
2019,TOYOTA,PRIUS AWD,50.0
2019,TOYOTA,PRIUS Eco,56.0
2019,Volkswagen,Passat,29.0
2019,"Volvo Cars of North America, LLC",S90 AWD,25.0
2019,"Volvo Cars of North America, LLC",S90 AWD,26.0
2019,"Volvo Cars of North America, LLC",S90 FWD,27.0
2019,Audi,A8L,22.0
2019,Audi,A8L,18.0
2019,BMW,330i xDrive Gran Turismo,27.0
2019,BMW,340i xDrive Gran Turismo,23.0
2019,BMW,640i xDrive Gran Turismo,23.0
2019,BMW,740i,24.0
2019,BMW,740i xDrive,23.0
2019,BMW,750i,21.0
2019,BMW,750i xDrive,20.0
2019,BMW,Alpina B7 xDrive,20.0
2019,BMW,M760i xDrive,16.0
2019,BMW,X1 sDrive28i,26.0
2019,BMW,X1 xDrive28i,25.0
2019,Cadillac,CT6,28.0
2019,Cadillac,CT6 AWD,21.0
2019,Cadillac,CT6 AWD,21.0
2019,Cadillac,CT6 AWD,17.0
2019,Cadillac,XTS,22.0
2019,Cadillac,XTS AWD,20.0
2019,Cadillac,XTS AWD,18.0
2019,Chevrolet,IMPALA,25.0
2019,Chevrolet,IMPALA,22.0
2019,Chevrolet,IMPALA,22.0
2019,Chrysler,300,23.0
2019,Chrysler,300,23.0
2019,Chrysler,300,19.0
2019,Chrysler,300 AWD,21.0
2019,Chrysler,300 AWD,21.0
2019,Dodge,Charger,23.0
2019,Dodge,Charger,23.0
2019,Dodge,Charger,19.0
